obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(10^8 s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""431.95795""","=""431.95796+""","=""1000""","=""1.25e-02""",C,"=""79971.7417""","=""103115.6343""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""",,"=""T3378n,T7199,T9012""","=""L4054""",
"=""435.135969""","=""435.13597+""","=""100""","=""2.22e-02""",C+,"=""85846.7046""","=""108821.5690""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).6p""","=""2[1/2]""","=""0""",,"=""T3408n,T7199,T3378""","=""L11281""",
"=""436.264157""","=""436.26416+""","=""500""","=""4.28e-03""",B,"=""79971.7417""","=""102887.1936""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""",,"=""T3378n,T7199""","=""L11281""",
"=""437.612159""","=""437.61216+""","=""800""","=""3.74e-02""",C+,"=""80916.7680""","=""103761.6336""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[1/2]""","=""0""",,"=""T3408n,T7199,T3378""","=""L11281""",
"=""439.996634""","=""439.99663+""","=""200""","=""1.26e-02""",C+,"=""85846.7046""","=""108567.7689""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).6p""","=""2[3/2]""","=""2""",,"=""T3408n,T7199,T3378""","=""L11281""",
"=""441.03681""","=""441.03682+""","=""50""","=""2.80e-03""",C+,"=""85846.7046""","=""108514.1824""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).6p""","=""2[1/2]""","=""1""",,"=""T3408n,T7199,T3378""","=""L11281""",
"=""441.239""","=""441.23754+""","=""6""","=""""",,"=""85846.7046""","=""108503.871""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[5/2]""","=""2""",,"=""""","=""L7408""",
"=""441.68838""","=""441.68826+""","=""20""","=""""",,"=""85846.7046""","=""108480.751""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[3/2]""","=""1""",,"=""""","=""L7350""",
"=""441.87613""","=""441.87613+""","=""50""","=""""",,"=""85846.7046""","=""108471.1277""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",,"=""""","=""L11281""",
"=""442.519007""","=""442.51901+""","=""100""","=""6.05e-03""",C+,"=""85846.7046""","=""108438.2603""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).6p""","=""2[3/2]""","=""1""",,"=""T3408n,T7199,T3378""","=""L11281""",
"=""445.391749""","=""445.39175+""","=""600""","=""3.97e-03""",B,"=""80916.7680""","=""103362.6124""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""",,"=""T3378n,T7199""","=""L11281""",
"=""446.369000""","=""446.36898+""","=""800""","=""1.181e-02""",B,"=""80916.7680""","=""103313.4726""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""",,"=""T3378n,T7199""","=""L11281""",
"=""450.235427""","=""450.23543+""","=""600""","=""7.8e-03""",C,"=""80916.7680""","=""103121.1419""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""",,"=""T3952n,T3378,T9012""","=""L11281""",
"=""453.806""","=""453.80507+""","=""3""","=""""",,"=""85191.6166""","=""107221.333""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""0""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[3/2]""","=""1""",,"=""""","=""L7408""",
"=""455.02985""","=""455.02976+""","=""40""","=""7.3e-05""",D,"=""80916.7680""","=""102887.1936""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""",,"=""T3952n,T3378""","=""L7350""",
"=""458.297""","=""458.29794+""","=""4""","=""""",,"=""85191.6166""","=""107005.371""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""0""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[1/2]""","=""1""",,"=""""","=""L3988""",
"=""463.614""","=""463.61303+""","=""20""","=""""",,"=""85846.7046""","=""107410.379""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[1/2]""","=""0""",,"=""""","=""L7408""",
"=""467.161""","=""467.15932+""","=""10""","=""""",,"=""85846.7046""","=""107246.688""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[3/2]""","=""2""",,"=""""","=""L7408""",
"=""467.716""","=""467.71348+""","=""1""","=""""",,"=""85846.7046""","=""107221.333""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[3/2]""","=""1""",,"=""""","=""L7408""",
"=""469.484""","=""469.48237+""","=""4""","=""""",,"=""85846.7046""","=""107140.800""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[5/2]""","=""2""",,"=""""","=""L7408""",
"=""472.489""","=""472.48740+""","=""20""","=""""",,"=""85846.7046""","=""107005.371""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[1/2]""","=""1""",,"=""""","=""L7408""",
"=""481.26367""","=""481.26357+""","=""40""","=""""",,"=""85191.6166""","=""105964.446""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""0""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""""","=""L7350""",
"=""486.184""","=""486.1834+""","=""2h""","=""""",,"=""91168.5150""","=""111731.14""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).11d""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""486.491""","=""486.4905+""","=""2h""","=""""",,"=""91168.5150""","=""111718.16""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).11d""","=""2[1/2]*""","=""1""",,"=""""","=""L7408""",
"=""486.724""","=""486.7236+""","=""1h""","=""""",,"=""91168.5150""","=""111708.32""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).11d""","=""2[1/2]*""","=""0""",,"=""""","=""L7408""",
"=""491.039""","=""491.0386+""","=""2""","=""""",,"=""91168.5150""","=""111527.83""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).12s""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""493.038""","=""493.0350+""","=""4h""","=""""",,"=""91168.5150""","=""111445.39""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).10d""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""493.448""","=""493.4443+""","=""4h""","=""""",,"=""91168.5150""","=""111428.57""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).10d""","=""2[1/2]*""","=""1""",,"=""""","=""L7408""",
"=""493.838""","=""493.8375+""","=""2h""","=""""",,"=""91168.5150""","=""111412.44""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).10d""","=""2[1/2]*""","=""0""",,"=""""","=""L7408""",
"=""495.527""","=""495.52706+""","=""15""","=""""",,"=""85846.7046""","=""106021.607""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L7408""",
"=""496.908""","=""496.90746+""","=""20""","=""""",,"=""85846.7046""","=""105965.562""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""""","=""L7408""",
"=""496.936""","=""496.93503+""","=""15""","=""""",,"=""85846.7046""","=""105964.446""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""""","=""L7408""",
"=""500.214""","=""500.214+""","=""2""","=""""",,"=""91168.5150""","=""111154.40""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""502.915""","=""502.914+""","=""5""","=""""",,"=""91168.5150""","=""111047.07""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""504.034""","=""504.0323+""","=""7""","=""""",,"=""91168.5150""","=""111002.984""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).9d""","=""2[1/2]*""","=""1""",,"=""""","=""L7408""",
"=""504.774""","=""504.77+""","=""1*""","=""""",,"=""92307.3786""","=""112112.8""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).13d""","=""2[5/2]*""","=""2""",,"=""""","=""L3990""",
"=""504.774""","=""504.773+""","=""1*""","=""""",,"=""92294.4012""","=""112099.75""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).13d""","=""2[7/2]*""","=""4""",,"=""""","=""L3990""",
"=""505.808""","=""505.8078+""","=""4""","=""""",,"=""91168.5150""","=""110933.358""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).9d""","=""2[1/2]*""","=""0""",,"=""""","=""L7408""",
"=""508.912""","=""508.911+""","=""2h""","=""""",,"=""92294.4012""","=""111938.71""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).12d""","=""2[7/2]*""","=""4""",,"=""""","=""L7408""",
"=""509.036""","=""509.035+""","=""1h""","=""""",,"=""92307.3786""","=""111946.91""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).12d""","=""2[7/2]*""","=""3""",,"=""""","=""L7408""",
"=""510.981""","=""510.981+""","=""2""","=""""",,"=""91168.5150""","=""110733.27""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""1""",,"=""""","=""L7408""",
"=""513.99""","=""513.9808+""","=""1""","=""""",,"=""91168.5150""","=""110619.075""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",,"=""""","=""L7408""",
"=""514.27""","=""514.2641+""","=""4""","=""""",,"=""91168.5150""","=""110608.359""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""514.504""","=""514.5032+""","=""2h""","=""""",,"=""92294.4012""","=""111725.213""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).11d""","=""2[7/2]*""","=""4""",,"=""""","=""L7408""",
"=""514.539""","=""514.538+""","=""1h""","=""""",,"=""92307.3786""","=""111736.86""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).11d""","=""2[7/2]*""","=""3""",,"=""""","=""L7408""",
"=""516.773""","=""516.7700+""","=""1""","=""""",,"=""91168.5150""","=""110514.095""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""1""",,"=""""","=""L7408""",
"=""516.806""","=""516.8039+""","=""4""","=""""",,"=""91168.5150""","=""110512.827""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""517.236""","=""517.23476+""","=""2""","=""""",,"=""91168.5150""","=""110496.7122""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""2""",,"=""""","=""L7408""",
"=""519.782""","=""519.783+""","=""1h""","=""""",,"=""92294.4012""","=""111527.83""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).12s""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""519.897""","=""519.896+""","=""1""","=""""",,"=""92307.3786""","=""111536.63""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).12s""","=""2[3/2]*""","=""1""",,"=""""","=""L3990""",
"=""521.241""","=""521.240+""","=""1""","=""""",,"=""92294.4012""","=""111474.08""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).10d""","=""2[5/2]*""","=""3""",,"=""""","=""L7408""",
"=""521.58179""","=""521.58179+""","=""8""","=""""",,"=""91168.5150""","=""110335.6269""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""0""",,"=""""","=""L11281""",
"=""521.778""","=""521.776+""","=""1""","=""""",,"=""92307.3786""","=""111467.35""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).10d""","=""2[5/2]*""","=""2""",,"=""""","=""L7408""",
"=""521.884""","=""521.884+""","=""1""","=""""",,"=""92294.4012""","=""111450.43""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).10d""","=""2[7/2]*""","=""3""",,"=""""","=""L7408""",
"=""522.238""","=""522.237+""","=""3""","=""""",,"=""92307.3786""","=""111450.43""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).10d""","=""2[7/2]*""","=""3""",,"=""""","=""L7408""",
"=""522.357""","=""522.3549+""","=""5""","=""""",,"=""92294.4012""","=""111433.146""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).10d""","=""2[7/2]*""","=""4""",,"=""""","=""L7408""",
"=""522.817729""","=""522.81773+""","=""20""","=""""",,"=""91168.5150""","=""110290.3165""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""1""",,"=""""","=""L11281""",
"=""523.206""","=""523.2056+""","=""2""","=""""",,"=""79971.7417""","=""99079.367""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""",E2,"=""""","=""L7408""",
"=""527.461""","=""527.46078+""","=""4""","=""""",,"=""91168.5150""","=""110121.9961""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""2""",,"=""""","=""L7408""",
"=""527.98345""","=""527.98344+""","=""9""","=""""",,"=""91168.5150""","=""110103.2339""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""2""",,"=""""","=""L11281""",
"=""529.076""","=""529.0741+""","=""1""","=""""",,"=""79971.7417""","=""98867.429""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""",E2,"=""""","=""L7408""",
"=""529.979""","=""529.978+""","=""2h""","=""""",,"=""92307.3786""","=""111170.83""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""1""",,"=""""","=""L7408""",
"=""530.074""","=""530.075+""","=""3""","=""""",,"=""92294.4012""","=""111154.40""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""530.443""","=""530.44+""","=""1*""","=""""",,"=""92307.3786""","=""111154.3""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""1""",,"=""""","=""L7408""",
"=""530.443""","=""530.440+""","=""1*""","=""""",,"=""92307.3786""","=""111154.40""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""532.202""","=""532.201+""","=""2""","=""""",,"=""92294.4012""","=""111079.06""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).9d""","=""2[5/2]*""","=""3""",,"=""""","=""L7408""",
"=""532.570""","=""532.569+""","=""1-""","=""""",,"=""92307.3786""","=""111079.06""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).9d""","=""2[5/2]*""","=""3""",,"=""""","=""L7408""",
"=""532.787""","=""532.785+""","=""2""","=""""",,"=""92307.3786""","=""111071.45""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).9d""","=""2[5/2]*""","=""2""",,"=""""","=""L7408""",
"=""533.108""","=""533.10632+""","=""2*""","=""""",,"=""92294.4012""","=""111047.1693""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).9d""","=""2[7/2]*""","=""3""",,"=""""","=""L7408""",
"=""533.108""","=""533.109+""","=""2*""","=""""",,"=""92294.4012""","=""111047.07""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""533.47550""","=""533.47550+""","=""10""","=""""",,"=""92307.3786""","=""111047.1693""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).9d""","=""2[7/2]*""","=""3""",,"=""""","=""L11281""",
"=""533.772""","=""533.7702+""","=""1""","=""""",,"=""80916.7680""","=""99646.212""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""",E2,"=""""","=""L7408""",
"=""533.91183""","=""533.91183+""","=""20""","=""""",,"=""92294.4012""","=""111018.8772""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).9d""","=""2[7/2]*""","=""4""",,"=""""","=""L11281""",
"=""534.737""","=""534.7363+""","=""2""","=""""",,"=""92307.3786""","=""111002.984""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).9d""","=""2[1/2]*""","=""1""",,"=""""","=""L7408""",
"=""536.591""","=""536.590+""","=""1h""","=""""",,"=""93123.3409""","=""111754.35""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).11d""","=""2[5/2]*""","=""3""",,"=""""","=""L7408""",
"=""537.174""","=""537.17307+""","=""2""","=""""",,"=""91168.5150""","=""109779.3140""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""",,"=""""","=""L7408""",
"=""537.257""","=""537.260+""","=""0""","=""""",,"=""93123.3409""","=""111731.14""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).11d""","=""2[3/2]*""","=""2""",,"=""""","=""L3990""",
"=""537.96366""","=""537.96366+""","=""15""","=""""",,"=""91168.5150""","=""109751.9639""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",,"=""""","=""L11281""",
"=""540.303""","=""540.304+""","=""2h""","=""""",,"=""92964.3943""","=""111467.35""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).10d""","=""2[5/2]*""","=""2""",,"=""""","=""L7408""",
"=""540.944""","=""540.946+""","=""1h""","=""""",,"=""92964.3943""","=""111445.39""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).10d""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""541.442""","=""541.439+""","=""1""","=""""",,"=""92964.3943""","=""111428.57""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).10d""","=""2[1/2]*""","=""1""",,"=""""","=""L3990""",
"=""543.177""","=""543.195+""","=""1""","=""""",,"=""93123.3409""","=""111527.83""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).12s""","=""2[3/2]*""","=""2""",,"=""""","=""L4004""",
"=""544.543""","=""544.54028+""","=""1-""","=""""",,"=""91168.5150""","=""109527.5268""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""",,"=""""","=""L7408""",
"=""544.786""","=""544.786+""","=""3h""","=""""",,"=""93123.3409""","=""111474.08""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).10d""","=""2[5/2]*""","=""3""",,"=""""","=""L7408""",
"=""545.639""","=""545.639+""","=""2h""","=""""",,"=""93123.3409""","=""111445.39""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).10d""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""545.880""","=""545.8799+""","=""7""","=""""",,"=""92294.4012""","=""110608.359""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""545.947""","=""545.9473+""","=""4""","=""""",,"=""92307.3786""","=""110619.075""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",,"=""""","=""L7408""",
"=""546.137""","=""546.140+""","=""1""","=""""",,"=""93123.3409""","=""111428.57""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).10d""","=""2[1/2]*""","=""1""",,"=""""","=""L7408""",
"=""546.265""","=""546.2670+""","=""2""","=""""",,"=""92307.3786""","=""110608.359""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""547.658""","=""547.6572+""","=""2""","=""""",,"=""79971.7417""","=""98226.268""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""",E2,"=""""","=""L7408""",
"=""548.746""","=""548.7424+""","=""1""","=""""",,"=""92294.4012""","=""110512.827""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""548.886""","=""548.8837+""","=""5""","=""""",,"=""92294.4012""","=""110508.136""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""3""",,"=""""","=""L7408""",
"=""549.093596""","=""549.09361+""","=""50""","=""""",,"=""91168.5150""","=""109375.2875""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L11281""",
"=""549.133""","=""549.1335+""","=""2h""","=""""",,"=""92307.3786""","=""110512.827""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""549.277""","=""549.2751+""","=""1""","=""""",,"=""92307.3786""","=""110508.136""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""3""",,"=""""","=""L7408""",
"=""549.621""","=""549.62005+""","=""3""","=""""",,"=""92307.3786""","=""110496.7122""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""2""",,"=""""","=""L7408""",
"=""550.071011""","=""550.07101+""","=""50""","=""""",,"=""91168.5150""","=""109342.9368""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""",,"=""""","=""L11281""",
"=""550.40053""","=""550.40055+""","=""15""","=""""",,"=""92307.3786""","=""110470.9189""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[7/2]*""","=""3""",,"=""""","=""L11281""",
