obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(10^8 s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""435.5408""","=""0.0005""","=""435.5404""","=""0.0003""","=""4100""","=""""",,"=""61981.83211""","=""84935.362""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.5p""","=""3D""","=""1""",,"=""""","=""L17684""",
"=""437.13814""","=""0.00003""","=""437.13814""","=""0.00003""","=""33000""","=""1.27e-02""",B,"=""61981.83211""","=""84851.4691""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.5p""","=""1P""","=""1""",,"=""T5520""","=""L12175c183""",
"=""446.1300""","=""0.0010""","=""446.12697""","=""0.00012""","=""2800*""","=""""",,"=""64089.8990""","=""86498.753""","=""2s.2p3""","=""3D*""","=""1""","=""2s2.2p.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",,"=""""","=""L17684""",
"=""446.1300""","=""0.0010""","=""446.13155""","=""0.00022""","=""2800*""","=""""",,"=""64089.8990""","=""86498.523""","=""2s.2p3""","=""3D*""","=""1""","=""2s2.2p.(2P*<3/2>).5f""","=""2[3/2]""","=""1""",,"=""""","=""L17684""",
"=""446.1500""","=""0.0010""","=""446.14876""","=""0.00012""","=""2800*""","=""""",,"=""64090.99351""","=""86498.753""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",,"=""""","=""L17684""",
"=""446.1500""","=""0.0010""","=""446.15334""","=""0.00022""","=""2800*""","=""""",,"=""64090.99351""","=""86498.523""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<3/2>).5f""","=""2[3/2]""","=""1""",,"=""""","=""L17684""",
"=""446.3886""","=""0.0010""","=""446.38653""","=""0.00005""","=""4300*""","=""""",,"=""64086.96961""","=""86482.794""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<3/2>).5f""","=""2[5/2]""","=""2""",,"=""""","=""L17684""",
"=""446.3886""","=""0.0010""","=""446.38895""","=""0.00003""","=""4300*""","=""""",,"=""64086.96961""","=""86482.6727""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<3/2>).5f""","=""2[5/2]""","=""3""",,"=""""","=""L17684""",
"=""446.4448""","=""0.0005""","=""446.44492""","=""0.00005""","=""2800""","=""""",,"=""64089.8990""","=""86482.794""","=""2s.2p3""","=""3D*""","=""1""","=""2s2.2p.(2P*<3/2>).5f""","=""2[5/2]""","=""2""",,"=""""","=""L17684""",
"=""446.4677""","=""0.0010""","=""446.46675""","=""0.00005""","=""4300*""","=""""",,"=""64090.99351""","=""86482.794""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<3/2>).5f""","=""2[5/2]""","=""2""",,"=""""","=""L17684""",
"=""446.4677""","=""0.0010""","=""446.46917""","=""0.00003""","=""4300*""","=""""",,"=""64090.99351""","=""86482.6727""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<3/2>).5f""","=""2[5/2]""","=""3""",,"=""""","=""L17684""",
"=""446.6476""","=""0.0010""","=""446.647168""","=""0.000018""","=""14000*""","=""""",,"=""64086.96961""","=""86469.7252""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<3/2>).5f""","=""2[7/2]""","=""4""",,"=""""","=""L17684""",
"=""446.6476""","=""0.0010""","=""446.65079""","=""0.00003""","=""14000*""","=""""",,"=""64086.96961""","=""86469.5436""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<3/2>).5f""","=""2[7/2]""","=""3""",,"=""""","=""L17684""",
"=""446.7309""","=""0.0005""","=""446.73111""","=""0.00003""","=""3900""","=""""",,"=""64090.99351""","=""86469.5436""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<3/2>).5f""","=""2[7/2]""","=""3""",,"=""""","=""L17684""",
"=""447.7472""","=""0.0010""","=""447.746591""","=""0.000016""","=""9600*""","=""""",,"=""64086.96961""","=""86414.7662""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<1/2>).5f""","=""2[7/2]""","=""4""",,"=""""","=""L17684""",
"=""447.7472""","=""0.0010""","=""447.750602""","=""0.000024""","=""9600*""","=""""",,"=""64086.96961""","=""86414.5662""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<1/2>).5f""","=""2[7/2]""","=""3""",,"=""""","=""L17684""",
"=""447.8319""","=""0.0005""","=""447.831312""","=""0.000024""","=""4300""","=""""",,"=""64090.99351""","=""86414.5662""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<1/2>).5f""","=""2[7/2]""","=""3""",,"=""""","=""L17684""",
"=""447.8588""","=""0.0005""","=""447.85821""","=""0.00003""","=""13000""","=""""",,"=""64089.8990""","=""86412.1310""","=""2s.2p3""","=""3D*""","=""1""","=""2s2.2p.(2P*<1/2>).5f""","=""2[5/2]""","=""2""",,"=""""","=""L17684""",
"=""447.8825""","=""0.0010""","=""447.88017""","=""0.00003""","=""9600*""","=""""",,"=""64090.99351""","=""86412.1310""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<1/2>).5f""","=""2[5/2]""","=""2""",,"=""""","=""L17684""",
"=""447.8825""","=""0.0010""","=""447.88219""","=""0.00003""","=""9600*""","=""""",,"=""64090.99351""","=""86412.0301""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<1/2>).5f""","=""2[5/2]""","=""3""",,"=""""","=""L17684""",
"=""""","=""""","=""456.510527""","=""0.000009""","=""m""","=""""",,"=""60352.6584""","=""82251.82041""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.4p""","=""1S""","=""0""",,"=""""","=""L12175""",
"=""462.15695""","=""0.00007""","=""462.15693""","=""0.00006""","=""3r""","=""2.3e-11""",C+,"=""16.4167130""","=""21648.030""","=""2s2.2p2""","=""3P""","=""1""","=""2s2.2p2""","=""1S""","=""0""",M1,"=""T7851""","=""L12175c183""",
"=""462.73438""","=""0.00022""","=""462.73444""","=""0.00006""","=""1i""","=""2.2e-13""",C,"=""43.4134567""","=""21648.030""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p2""","=""1S""","=""0""",E2,"=""T7851""","=""L12175c183""",
"=""467.140""","=""0.010""","=""467.140""","=""0.011""","=""600w""","=""""",,"=""68856.35208""","=""90257.2""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.(2P*<1/2>).15s""","=""2[1/2]*""","=""1""",,"=""""","=""L2138""",
"=""467.666""","=""0.010""","=""467.668116""","=""0.000007""","=""5300d""","=""2.7e-05""",E,"=""60393.1693""","=""81769.87089""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s2.2p.4p""","=""1D""","=""2""",,"=""T9787""","=""L2138""",
"=""467.755""","=""0.020""","=""467.740""","=""0.004""","=""890w,bl(Fe)*""","=""""",,"=""68856.35208""","=""90229.76""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.(2P*<3/2>).14s""","=""2[3/2]*""","=""1""",,"=""""","=""L2138""",
"=""467.755""","=""0.020""","=""467.757""","=""0.022""","=""890w,bl(Fe)*""","=""""",,"=""68856.35208""","=""90229.0""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.(2P*<3/2>).13d""","=""2[5/2]*""","=""2""",,"=""""","=""L2138""",
"=""470.170""","=""0.010""","=""470.158""","=""0.003""","=""1500w""","=""""",,"=""68856.35208""","=""90119.87""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.(2P*<3/2>).12d""","=""2[3/2]*""","=""1""",,"=""""","=""L2138""",
"=""470.383""","=""0.020""","=""470.358""","=""0.018""","=""590i""","=""""",,"=""68856.35208""","=""90110.8""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.(2P*<3/2>).12d""","=""2[5/2]*""","=""2""",,"=""""","=""L2138""",
"=""473.4262""","=""0.0014""","=""473.426281""","=""0.000007""","=""15000""","=""2.6e-03""",C,"=""64086.96961""","=""85203.6756""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.5p""","=""3P""","=""2""",,"=""T5520LS""","=""L17684""",
"=""""","=""""","=""473.491967""","=""0.000014""","=""""","=""3.1e-05""",D,"=""64089.8990""","=""85203.6756""","=""2s.2p3""","=""3D*""","=""1""","=""2s2.2p.5p""","=""3P""","=""2""",,"=""T5520LS""","=""""",
"=""473.5165""","=""0.0014""","=""473.516514""","=""0.000009""","=""3200""","=""4.6e-04""",C,"=""64090.99351""","=""85203.6756""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.5p""","=""3P""","=""2""",,"=""T5520LS""","=""L17684""",
"=""473.8213""","=""0.0014""","=""473.822053""","=""0.000016""","=""3000""","=""7.6e-04""",C,"=""64089.8990""","=""85188.9670""","=""2s.2p3""","=""3D*""","=""1""","=""2s2.2p.5p""","=""3P""","=""1""",,"=""T5520LS""","=""L17684""",
"=""473.8466""","=""0.0014""","=""473.846634""","=""0.000011""","=""6800""","=""2.3e-03""",C,"=""64090.99351""","=""85188.9670""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.5p""","=""3P""","=""1""",,"=""T5520LS""","=""L17684""",
"=""474.2570""","=""0.0014""","=""474.2560""","=""0.0007""","=""4200""","=""3.0e-03""",C,"=""64089.8990""","=""85169.66""","=""2s.2p3""","=""3D*""","=""1""","=""2s2.2p.5p""","=""3P""","=""0""",,"=""T5520LS""","=""L17684""",
"=""476.23033""","=""0.00011""","=""476.230541""","=""0.000012""","=""28000bl""","=""3.4e-03""",C,"=""60333.4476""","=""81325.81077""","=""2s2.2p.3s""","=""3P*""","=""0""","=""2s2.2p.4p""","=""3P""","=""1""",,"=""T6070n""","=""L12175c183""",
"=""476.25252""","=""0.00005""","=""476.252473""","=""0.000007""","=""31000q""","=""2.7e-03""",C,"=""60352.6584""","=""81344.05485""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.4p""","=""3P""","=""2""",,"=""T6070n""","=""L12175c183""",
"=""476.66698""","=""0.00014""","=""476.666760""","=""0.000007""","=""22000q""","=""2.4e-03""",C,"=""60352.6584""","=""81325.81077""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.4p""","=""3P""","=""1""",,"=""T6070n""","=""L12175c183""",
"=""477.002392""","=""0.000023""","=""477.002376""","=""0.000007""","=""24000""","=""1.1e-02""",C,"=""60352.6584""","=""81311.0544""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.4p""","=""3P""","=""0""",,"=""T6070n""","=""L12175c183""",
"=""477.173346""","=""0.000016""","=""477.173374""","=""0.000007""","=""69000""","=""8.0e-03""",C,"=""60393.1693""","=""81344.05485""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s2.2p.4p""","=""3P""","=""2""",,"=""T6070n""","=""L12175c183""",
"=""477.5907""","=""0.0014""","=""477.589266""","=""0.000007""","=""34000""","=""4.8e-03""",C,"=""60393.1693""","=""81325.81077""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s2.2p.4p""","=""3P""","=""1""",,"=""T6070n""","=""L17684""",
"=""477.708""","=""0.010""","=""477.708""","=""0.009""","=""840""","=""""",,"=""68856.35208""","=""89783.8""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.(2P*<3/2>).10d""","=""2[3/2]*""","=""2""",,"=""""","=""L2138""",
"=""478.3795""","=""0.0014""","=""478.38018""","=""0.00005""","=""2600""","=""""",,"=""64086.96961""","=""84985.0033""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.5p""","=""3D""","=""3""",,"=""""","=""L17684""",
"=""479.1710""","=""0.0014""","=""479.1734""","=""0.0005""","=""2000""","=""""",,"=""64086.96961""","=""84950.41""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.5p""","=""3D""","=""2""",,"=""""","=""L17684""",
"=""479.2649""","=""0.0014""","=""479.2658""","=""0.0005""","=""2000""","=""""",,"=""64090.99351""","=""84950.41""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.5p""","=""3D""","=""2""",,"=""""","=""L17684""",
"=""479.5878""","=""0.0014""","=""479.5866""","=""0.0004""","=""1700""","=""""",,"=""64089.8990""","=""84935.362""","=""2s.2p3""","=""3D*""","=""1""","=""2s2.2p.5p""","=""3D""","=""1""",,"=""""","=""L17684""",
"=""479.6082""","=""0.0014""","=""479.6118""","=""0.0004""","=""2000""","=""""",,"=""64090.99351""","=""84935.362""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.5p""","=""3D""","=""1""",,"=""""","=""L17684""",
"=""480.625""","=""0.020""","=""480.638""","=""0.012""","=""910d,bl(Ti II)""","=""""",,"=""69744.05213""","=""90543.9""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.(2P*<3/2>).18d""","=""2[7/2]*""","=""3""",,"=""""","=""L2138""",
"=""480.867""","=""0.010""","=""480.863""","=""0.009""","=""690w,d""","=""""",,"=""69710.68728""","=""90500.8""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.(2P*<3/2>).17d""","=""2[5/2]*""","=""2""",,"=""""","=""L2138""",
"=""481.2916""","=""0.0014""","=""481.291668""","=""0.000012""","=""5300""","=""4.0e-04""",C,"=""60333.4476""","=""81105.06418""","=""2s2.2p.3s""","=""3P*""","=""0""","=""2s2.2p.4p""","=""3S""","=""1""",,"=""T6070n""","=""L17684""",
"=""481.7371""","=""0.0014""","=""481.737213""","=""0.000007""","=""15000""","=""8.8e-04""",C,"=""60352.6584""","=""81105.06418""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.4p""","=""3S""","=""1""",,"=""T6070n""","=""L17684""",
"=""482.6804""","=""0.0014""","=""482.679468""","=""0.000007""","=""10000""","=""6.3e-04""",C,"=""60393.1693""","=""81105.06418""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s2.2p.4p""","=""3S""","=""1""",,"=""T6070n""","=""L17684""",
"=""483.6764""","=""0.0014""","=""483.6763""","=""0.0012""","=""1200""","=""""",,"=""68856.35208""","=""89525.56""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.(2P*<3/2>).9d""","=""2[3/2]*""","=""1""",,"=""""","=""L17684""",
"=""484.009""","=""0.020""","=""484.0299""","=""0.0009""","=""2200d,bl(Fe II)""","=""""",,"=""68856.35208""","=""89510.46""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.(2P*<3/2>).9d""","=""2[5/2]*""","=""2""",,"=""""","=""L2138""",
"=""484.191""","=""0.010""","=""484.193""","=""0.009""","=""1600w,d""","=""""",,"=""69744.05213""","=""90391.2""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.(2P*<1/2>).16d""","=""2[3/2]*""","=""2""",,"=""""","=""L2138""",
"=""484.764""","=""0.020""","=""484.779""","=""0.019""","=""670d,bl(Fe II)""","=""""",,"=""69710.68728""","=""90332.9""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.(2P*<1/2>).15d""","=""2[3/2]*""","=""2""",,"=""""","=""L2138""",
"=""485.398""","=""0.010""","=""485.4074""","=""0.0012""","=""1300""","=""""",,"=""68856.35208""","=""89451.85""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.(2P*<1/2>).10s""","=""2[1/2]*""","=""1""",,"=""""","=""L2138""",
"=""485.898""","=""0.020""","=""485.8877""","=""0.0009""","=""1100bl(Nd II)""","=""""",,"=""68856.35208""","=""89431.49""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.(2P*<1/2>).9d""","=""2[5/2]*""","=""2""",,"=""""","=""L2138""",
"=""487.408""","=""0.020""","=""487.406""","=""0.019""","=""2400bl(Ti II)""","=""""",,"=""69744.05213""","=""90255.1""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.(2P*<1/2>).14d""","=""2[3/2]*""","=""2""",,"=""""","=""L2138""",
"=""488.000""","=""0.010""","=""488.001""","=""0.010""","=""""","=""""",,"=""69744.05213""","=""90230.1""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.(2P*<3/2>).13d""","=""2[3/2]*""","=""2""",,"=""""","=""L7393""",
"=""488.891""","=""0.003""","=""488.884905""","=""0.000012""","=""9800bl""","=""""",,"=""60333.4476""","=""80782.44916""","=""2s2.2p.3s""","=""3P*""","=""0""","=""2s2.2p.4p""","=""3D""","=""1""",,"=""""","=""L17684""",
"=""488.89402""","=""0.00017""","=""488.893777""","=""0.000008""","=""5000bl""","=""""",,"=""60352.6584""","=""80801.28887""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.4p""","=""3D""","=""2""",,"=""""","=""L12175c183""",
"=""489.0645""","=""0.0014""","=""489.065379""","=""0.000008""","=""8700""","=""""",,"=""60393.1693""","=""80834.62491""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s2.2p.4p""","=""3D""","=""3""",,"=""""","=""L17684""",
"=""489.3429""","=""0.0014""","=""489.344626""","=""0.000008""","=""3900""","=""""",,"=""60352.6584""","=""80782.44916""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.4p""","=""3D""","=""1""",,"=""""","=""L17684""",
"=""489.86421""","=""0.00003""","=""489.864264""","=""0.000008""","=""8100""","=""""",,"=""60393.1693""","=""80801.28887""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s2.2p.4p""","=""3D""","=""2""",,"=""""","=""L12175c183""",
"=""490.785""","=""0.016""","=""490.782""","=""0.014""","=""2100w,bl(Fe)""","=""""",,"=""69744.05213""","=""90114.0""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.(2P*<3/2>).12d""","=""2[5/2]*""","=""3""",,"=""""","=""L2138""",
"=""492.2688""","=""0.0014""","=""492.2700""","=""0.0007""","=""2000""","=""""",,"=""68856.35208""","=""89164.74""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.(2P*<3/2>).8d""","=""2[3/2]*""","=""1""",,"=""""","=""L17684""",
"=""492.6416""","=""0.0014""","=""492.6433""","=""0.0007""","=""970""","=""""",,"=""68856.35208""","=""89149.35""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""",,"=""""","=""L17684""",
"=""493.202553""","=""0.000017""","=""493.202524""","=""0.000008""","=""73000""","=""6.0e-02""",B,"=""61981.83211""","=""82251.82041""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.4p""","=""1S""","=""0""",,"=""T6070""","=""L12175c183""",
"=""494.2021""","=""0.0014""","=""494.2009""","=""0.0010""","=""1100""","=""""",,"=""68856.35208""","=""89085.39""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.(2P*<1/2>).9s""","=""2[1/2]*""","=""1""",,"=""""","=""L17684""",
"=""494.3576""","=""0.0014""","=""494.3574""","=""0.0012""","=""940""","=""""",,"=""69744.05213""","=""89966.69""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.(2P*<3/2>).11d""","=""2[5/2]*""","=""2""",,"=""""","=""L17684""",
"=""495.11""","=""0.03""","=""495.090""","=""0.025""","=""1500""","=""""",,"=""69710.68728""","=""89903.4""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.(2P*<1/2>).12s""","=""2[1/2]*""","=""1""",,"=""""","=""L2138""",
"=""499.1408""","=""0.0014""","=""499.1408""","=""0.0015""","=""950""","=""""",,"=""69744.05213""","=""89772.89""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.(2P*<3/2>).10d""","=""2[5/2]*""","=""2""",,"=""""","=""L17684""",
"=""499.643""","=""0.016""","=""499.648""","=""0.007""","=""3900w,l""","=""""",,"=""69689.49393""","=""89698.0""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.(2P*<1/2>).10d""","=""2[5/2]*""","=""2""",,"=""""","=""L2138""",
"=""499.793""","=""0.016""","=""499.798""","=""0.015""","=""2300bl(Ba II)""","=""""",,"=""69710.68728""","=""89713.2""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.(2P*<1/2>).10d""","=""2[3/2]*""","=""2""",,"=""""","=""L2138""",
"=""501.018""","=""0.016""","=""501.014""","=""0.008""","=""4700bl(Ti II)""","=""""",,"=""69744.05213""","=""89698.0""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.(2P*<1/2>).10d""","=""2[5/2]*""","=""2""",,"=""""","=""L2138""",
"=""""","=""""","=""501.126527""","=""0.000010""","=""""","=""9.9e-05""",C,"=""64086.96961""","=""84036.4454""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""T6070""","=""""",
"=""501.200""","=""0.003""","=""501.200124""","=""0.000015""","=""4800*""","=""""",,"=""64089.8990""","=""84036.4454""","=""2s.2p3""","=""3D*""","=""1""","=""2s2.2p.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""""","=""L17684""",
"=""501.200""","=""0.003""","=""501.202974""","=""0.000018""","=""4800*""","=""8.2e-04""",C,"=""64089.8990""","=""84036.3320""","=""2s.2p3""","=""3D*""","=""1""","=""2s2.2p.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""T6070""","=""L17684""",
"=""501.228""","=""0.003""","=""501.227628""","=""0.000010""","=""4800*""","=""4.4e-04""",C,"=""64090.99351""","=""84036.4454""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""T6070""","=""L17684""",
"=""501.228""","=""0.003""","=""501.230478""","=""0.000013""","=""4800*""","=""""",,"=""64090.99351""","=""84036.3320""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""""","=""L17684""",
"=""501.709""","=""0.003""","=""501.705317""","=""0.000008""","=""9300*""","=""""",,"=""64086.96961""","=""84013.4311""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L17684""",
"=""501.709""","=""0.003""","=""501.709240""","=""0.000005""","=""9300*""","=""1.3e-03""",C,"=""64086.96961""","=""84013.27526""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<3/2>).4f""","=""2[5/2]""","=""3""",,"=""T6070""","=""L17684""",
"=""501.7761""","=""0.0014""","=""501.779084""","=""0.000015""","=""3200""","=""3.1e-04""",C,"=""64089.8990""","=""84013.4311""","=""2s.2p3""","=""3D*""","=""1""","=""2s2.2p.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""T6070""","=""L17684""",
"=""501.807""","=""0.003""","=""501.806651""","=""0.000010""","=""4800*""","=""7.7e-04""",C,"=""64090.99351""","=""84013.4311""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""T6070""","=""L17684""",
"=""501.807""","=""0.003""","=""501.810577""","=""0.000008""","=""4800*""","=""""",,"=""64090.99351""","=""84013.27526""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<3/2>).4f""","=""2[5/2]""","=""3""",,"=""""","=""L17684""",
"=""502.385""","=""0.003""","=""502.384497""","=""0.000013""","=""37000*""","=""1.8e-03""",C,"=""64086.96961""","=""83986.4926""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<3/2>).4f""","=""2[7/2]""","=""4""",,"=""T6070""","=""L17684""",
"=""502.385""","=""0.003""","=""502.391326""","=""0.000006""","=""37000*""","=""""",,"=""64086.96961""","=""83986.22212""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<3/2>).4f""","=""2[7/2]""","=""3""",,"=""""","=""L17684""",
"=""502.4916""","=""0.0014""","=""502.492938""","=""0.000008""","=""9400""","=""7.1e-04""",C,"=""64090.99351""","=""83986.22212""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<3/2>).4f""","=""2[7/2]""","=""3""",,"=""T6070""","=""L17684""",
"=""503.907""","=""0.003""","=""503.905608""","=""0.000005""","=""37000*""","=""4.7e-03""",C,"=""64086.96961""","=""83926.42382""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<1/2>).4f""","=""2[7/2]""","=""4""",,"=""T6070""","=""L17684""",
"=""503.907""","=""0.003""","=""503.910675""","=""0.000008""","=""37000*""","=""""",,"=""64086.96961""","=""83926.22434""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<1/2>).4f""","=""2[7/2]""","=""3""",,"=""""","=""L17684""",
"=""504.0134""","=""0.0014""","=""504.012903""","=""0.000010""","=""12000""","=""1.9e-03""",C,"=""64090.99351""","=""83926.22434""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<1/2>).4f""","=""2[7/2]""","=""3""",,"=""T6070""","=""L17684""",
"=""504.1481""","=""0.0014""","=""504.149039""","=""0.000013""","=""25000""","=""5.3e-03""",C,"=""64089.8990""","=""83919.77375""","=""2s.2p3""","=""3D*""","=""1""","=""2s2.2p.(2P*<1/2>).4f""","=""2[5/2]""","=""2""",,"=""T6070""","=""L17684""",
"=""504.180""","=""0.003""","=""504.176868""","=""0.000008""","=""25000*""","=""5.7e-04""",C,"=""64090.99351""","=""83919.77375""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<1/2>).4f""","=""2[5/2]""","=""2""",,"=""T6070""","=""L17684""",
"=""504.180""","=""0.003""","=""504.179678""","=""0.000008""","=""25000*""","=""3.3e-03""",C,"=""64090.99351""","=""83919.66322""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<1/2>).4f""","=""2[5/2]""","=""3""",,"=""T6070""","=""L17684""",
"=""504.519""","=""0.016""","=""504.5307""","=""0.0013""","=""2500d,bl""","=""""",,"=""69710.68728""","=""89525.56""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.(2P*<3/2>).9d""","=""2[3/2]*""","=""1""",,"=""""","=""L2138""",
"=""505.214919""","=""0.000015""","=""505.214927""","=""0.000008""","=""160000""","=""2.6e-02""",B,"=""61981.83211""","=""81769.87089""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.4p""","=""1D""","=""2""",,"=""T6070""","=""L12175c183""",
"=""505.3515""","=""0.0014""","=""505.3529""","=""0.0008""","=""2700""","=""7.7e-03""",C,"=""68856.35208""","=""88638.99""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.(2P*<3/2>).7d""","=""2[3/2]*""","=""1""",,"=""T5520""","=""L17684""",
"=""505.449""","=""0.016""","=""505.437""","=""0.013""","=""1600bl(Fe)""","=""""",,"=""69744.05213""","=""89523.4""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.(2P*<3/2>).9d""","=""2[3/2]*""","=""2""",,"=""""","=""L2138""",
"=""505.7682""","=""0.0014""","=""505.7678""","=""0.0010""","=""970""","=""""",,"=""69744.05213""","=""89510.46""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.(2P*<3/2>).9d""","=""2[5/2]*""","=""2""",,"=""""","=""L17684""",
"=""505.867""","=""0.016""","=""505.8822""","=""0.0023""","=""830d,bl,i""","=""""",,"=""69744.05213""","=""[89505.99]""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.(2P*<3/2>).9d""","=""2[7/2]*""","=""4""",,"=""""","=""L2138c153""",
