obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(10^8 s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""""","=""422.2757""","=""""","=""1.36e-03""",C,"=""99680.968""","=""123355.512""","=""2s2.2p3.(4S*).4p""","=""3P""","=""1""","=""2s2.2p3.(2D*<3/2>).3d""","=""3P*""","=""1""",,"=""T5713LS""","=""""",
"=""""","=""422.2771""","=""""","=""2.26e-03""",C,"=""99681.049""","=""123355.512""","=""2s2.2p3.(4S*).4p""","=""3P""","=""2""","=""2s2.2p3.(2D*<3/2>).3d""","=""3P*""","=""1""",,"=""T5713LS""","=""""",
"=""""","=""422.2818""","=""""","=""1.81e-03""",C,"=""99681.309""","=""123355.512""","=""2s2.2p3.(4S*).4p""","=""3P""","=""0""","=""2s2.2p3.(2D*<3/2>).3d""","=""3P*""","=""1""",,"=""T5713LS""","=""""",
"=""""","=""423.3260""","=""""","=""1.35e-03""",C,"=""99680.968""","=""123296.777""","=""2s2.2p3.(4S*).4p""","=""3P""","=""1""","=""2s2.2p3.(2D*<3/2>).3d""","=""3P*""","=""2""",,"=""T5713LS""","=""""",
"=""423.327""","=""423.3274""","=""80""","=""4.04e-03""",C+,"=""99681.049""","=""123296.777""","=""2s2.2p3.(4S*).4p""","=""3P""","=""2""","=""2s2.2p3.(2D*<3/2>).3d""","=""3P*""","=""2""",,"=""T5713LS""","=""L3760""",
"=""""","=""436.8193""","=""""","=""7.56e-03""",B,"=""76794.978""","=""99681.309""","=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""","=""2s2.2p3.(4S*).4p""","=""3P""","=""0""",,"=""T5803n,LS""","=""""",
"=""""","=""436.8242""","=""""","=""7.59e-03""",B,"=""76794.978""","=""99681.049""","=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""","=""2s2.2p3.(4S*).4p""","=""3P""","=""2""",,"=""T5803n,LS""","=""""",
"=""436.825""","=""436.8258""","=""100""","=""7.58e-03""",B,"=""76794.978""","=""99680.968""","=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""","=""2s2.2p3.(4S*).4p""","=""3P""","=""1""",,"=""T5803n,LS""","=""L3760""",
"=""""","=""465.4117""","=""""","=""4.30e-03""",C,"=""86625.757""","=""108106.094""","=""2s2.2p3.(4S*).3p""","=""5P""","=""1""","=""2s2.2p3.(4S*).8d""","=""5D*""","=""0""",,"=""T5713LS""","=""""",
"=""""","=""465.4118""","=""""","=""3.23e-03""",C+,"=""86625.757""","=""108106.091""","=""2s2.2p3.(4S*).3p""","=""5P""","=""1""","=""2s2.2p3.(4S*).8d""","=""5D*""","=""1""",,"=""T5713LS""","=""""",
"=""""","=""465.4119""","=""""","=""1.51e-03""",C+,"=""86625.757""","=""108106.085""","=""2s2.2p3.(4S*).3p""","=""5P""","=""1""","=""2s2.2p3.(4S*).8d""","=""5D*""","=""2""",,"=""T5713LS""","=""""",
"=""""","=""465.4556""","=""""","=""1.08e-03""",C,"=""86627.778""","=""108106.091""","=""2s2.2p3.(4S*).3p""","=""5P""","=""2""","=""2s2.2p3.(4S*).8d""","=""5D*""","=""1""",,"=""T5713LS""","=""""",
"=""""","=""465.4557""","=""""","=""2.51e-03""",C+,"=""86627.778""","=""108106.085""","=""2s2.2p3.(4S*).3p""","=""5P""","=""2""","=""2s2.2p3.(4S*).8d""","=""5D*""","=""2""",,"=""T5713LS""","=""""",
"=""""","=""465.4559""","=""""","=""2.87e-03""",C+,"=""86627.778""","=""108106.077""","=""2s2.2p3.(4S*).3p""","=""5P""","=""2""","=""2s2.2p3.(4S*).8d""","=""5D*""","=""3""",,"=""T5713LS""","=""""",
"=""""","=""465.5354""","=""""","=""2.87e-04""",C,"=""86631.454""","=""108106.085""","=""2s2.2p3.(4S*).3p""","=""5P""","=""3""","=""2s2.2p3.(4S*).8d""","=""5D*""","=""2""",,"=""T5713LS""","=""""",
"=""""","=""465.5356""","=""""","=""1.43e-03""",C+,"=""86631.454""","=""108106.077""","=""2s2.2p3.(4S*).3p""","=""5P""","=""3""","=""2s2.2p3.(4S*).8d""","=""5D*""","=""3""",,"=""T5713LS""","=""""",
"=""""","=""465.5357""","=""""","=""4.30e-03""",C+,"=""86631.454""","=""108106.072""","=""2s2.2p3.(4S*).3p""","=""5P""","=""3""","=""2s2.2p3.(4S*).8d""","=""5D*""","=""4""",,"=""T5713LS""","=""""",
"=""""","=""477.2448""","=""""","=""7.00e-03""",C+,"=""86625.757""","=""107573.508""","=""2s2.2p3.(4S*).3p""","=""5P""","=""1""","=""2s2.2p3.(4S*).7d""","=""5D*""","=""0""",,"=""T5713LS""","=""""",
"=""""","=""477.2449""","=""""","=""5.25e-03""",C+,"=""86625.757""","=""107573.504""","=""2s2.2p3.(4S*).3p""","=""5P""","=""1""","=""2s2.2p3.(4S*).7d""","=""5D*""","=""1""",,"=""T5713LS""","=""""",
"=""""","=""477.2451""","=""""","=""2.45e-03""",C+,"=""86625.757""","=""107573.495""","=""2s2.2p3.(4S*).3p""","=""5P""","=""1""","=""2s2.2p3.(4S*).7d""","=""5D*""","=""2""",,"=""T5713LS""","=""""",
"=""""","=""477.2909""","=""""","=""1.75e-03""",C+,"=""86627.778""","=""107573.504""","=""2s2.2p3.(4S*).3p""","=""5P""","=""2""","=""2s2.2p3.(4S*).7d""","=""5D*""","=""1""",,"=""T5713LS""","=""""",
"=""""","=""477.2911""","=""""","=""4.08e-03""",C+,"=""86627.778""","=""107573.495""","=""2s2.2p3.(4S*).3p""","=""5P""","=""2""","=""2s2.2p3.(4S*).7d""","=""5D*""","=""2""",,"=""T5713LS""","=""""",
"=""""","=""477.2914""","=""""","=""4.67e-03""",C+,"=""86627.778""","=""107573.484""","=""2s2.2p3.(4S*).3p""","=""5P""","=""2""","=""2s2.2p3.(4S*).7d""","=""5D*""","=""3""",,"=""T5713LS""","=""""",
"=""""","=""477.3749""","=""""","=""4.66e-04""",C,"=""86631.454""","=""107573.495""","=""2s2.2p3.(4S*).3p""","=""5P""","=""3""","=""2s2.2p3.(4S*).7d""","=""5D*""","=""2""",,"=""T5713LS""","=""""",
"=""""","=""477.3752""","=""""","=""2.33e-03""",C+,"=""86631.454""","=""107573.484""","=""2s2.2p3.(4S*).3p""","=""5P""","=""3""","=""2s2.2p3.(4S*).7d""","=""5D*""","=""3""",,"=""T5713LS""","=""""",
"=""""","=""477.3753""","=""""","=""7.00e-03""",C+,"=""86631.454""","=""107573.476""","=""2s2.2p3.(4S*).3p""","=""5P""","=""3""","=""2s2.2p3.(4S*).7d""","=""5D*""","=""4""",,"=""T5713LS""","=""""",
"=""""","=""480.1667""","=""""","=""2.62e-03""",C+,"=""86625.757""","=""107446.036""","=""2s2.2p3.(4S*).3p""","=""5P""","=""1""","=""2s2.2p3.(4S*).8s""","=""5S*""","=""2""",,"=""T5713LS""","=""""",
"=""""","=""480.2134""","=""""","=""4.37e-03""",C+,"=""86627.778""","=""107446.036""","=""2s2.2p3.(4S*).3p""","=""5P""","=""2""","=""2s2.2p3.(4S*).8s""","=""5S*""","=""2""",,"=""T5713LS""","=""""",
"=""""","=""480.2982""","=""""","=""6.11e-03""",C+,"=""86631.454""","=""107446.036""","=""2s2.2p3.(4S*).3p""","=""5P""","=""3""","=""2s2.2p3.(4S*).8s""","=""5S*""","=""2""",,"=""T5713LS""","=""""",
"=""""","=""496.7376""","=""""","=""1.27e-02""",C+,"=""86625.757""","=""106751.494""","=""2s2.2p3.(4S*).3p""","=""5P""","=""1""","=""2s2.2p3.(4S*).6d""","=""5D*""","=""0""",,"=""T5713LS""","=""""",
"=""""","=""496.7378""","=""""","=""9.50e-03""",C+,"=""86625.757""","=""106751.487""","=""2s2.2p3.(4S*).3p""","=""5P""","=""1""","=""2s2.2p3.(4S*).6d""","=""5D*""","=""1""",,"=""T5713LS""","=""""",
"=""""","=""496.7381""","=""""","=""4.43e-03""",C+,"=""86625.757""","=""106751.474""","=""2s2.2p3.(4S*).3p""","=""5P""","=""1""","=""2s2.2p3.(4S*).6d""","=""5D*""","=""2""",,"=""T5713LS""","=""""",
"=""""","=""496.7877""","=""""","=""3.16e-03""",C+,"=""86627.778""","=""106751.487""","=""2s2.2p3.(4S*).3p""","=""5P""","=""2""","=""2s2.2p3.(4S*).6d""","=""5D*""","=""1""",,"=""T5713LS""","=""""",
"=""""","=""496.7880""","=""""","=""7.38e-03""",C+,"=""86627.778""","=""106751.474""","=""2s2.2p3.(4S*).3p""","=""5P""","=""2""","=""2s2.2p3.(4S*).6d""","=""5D*""","=""2""",,"=""T5713LS""","=""""",
"=""""","=""496.7884""","=""""","=""8.44e-03""",C+,"=""86627.778""","=""106751.458""","=""2s2.2p3.(4S*).3p""","=""5P""","=""2""","=""2s2.2p3.(4S*).6d""","=""5D*""","=""3""",,"=""T5713LS""","=""""",
"=""""","=""496.8788""","=""""","=""8.43e-04""",C,"=""86631.454""","=""106751.474""","=""2s2.2p3.(4S*).3p""","=""5P""","=""3""","=""2s2.2p3.(4S*).6d""","=""5D*""","=""2""",,"=""T5713LS""","=""""",
"=""""","=""496.8791""","=""""","=""4.22e-03""",C+,"=""86631.454""","=""106751.458""","=""2s2.2p3.(4S*).3p""","=""5P""","=""3""","=""2s2.2p3.(4S*).6d""","=""5D*""","=""3""",,"=""T5713LS""","=""""",
"=""""","=""496.8794""","=""""","=""1.27e-02""",C+,"=""86631.454""","=""106751.447""","=""2s2.2p3.(4S*).3p""","=""5P""","=""3""","=""2s2.2p3.(4S*).6d""","=""5D*""","=""4""",,"=""T5713LS""","=""""",
"=""""","=""501.8782""","=""""","=""4.28e-03""",C+,"=""86625.757""","=""106545.354""","=""2s2.2p3.(4S*).3p""","=""5P""","=""1""","=""2s2.2p3.(4S*).7s""","=""5S*""","=""2""",,"=""T5713LS""","=""""",
"=""""","=""501.9291""","=""""","=""7.13e-03""",C+,"=""86627.778""","=""106545.354""","=""2s2.2p3.(4S*).3p""","=""5P""","=""2""","=""2s2.2p3.(4S*).7s""","=""5S*""","=""2""",,"=""T5713LS""","=""""",
"=""""","=""502.0218""","=""""","=""9.98e-03""",C+,"=""86631.454""","=""106545.354""","=""2s2.2p3.(4S*).3p""","=""5P""","=""3""","=""2s2.2p3.(4S*).7s""","=""5S*""","=""2""",,"=""T5713LS""","=""""",
"=""""","=""513.114""","=""""","=""7.48e-04""",C,"=""88630.587""","=""108114.0""","=""2s2.2p3.(4S*).3p""","=""3P""","=""1""","=""2s2.2p3.(4S*).8d""","=""3D*""","=""2""",,"=""T5713LS""","=""""",
"=""""","=""513.114""","=""""","=""4.16e-04""",C,"=""88630.587""","=""108114.0""","=""2s2.2p3.(4S*).3p""","=""3P""","=""1""","=""2s2.2p3.(4S*).8d""","=""3D*""","=""1""",,"=""T5713LS""","=""""",
"=""""","=""513.129""","=""""","=""2.77e-05""",D,"=""88631.146""","=""108114.0""","=""2s2.2p3.(4S*).3p""","=""3P""","=""2""","=""2s2.2p3.(4S*).8d""","=""3D*""","=""1""",,"=""T5713LS""","=""""",
"=""""","=""513.129""","=""""","=""9.98e-04""",C+,"=""88631.146""","=""108114.0""","=""2s2.2p3.(4S*).3p""","=""3P""","=""2""","=""2s2.2p3.(4S*).8d""","=""3D*""","=""3""",,"=""T5713LS""","=""""",
"=""""","=""513.129""","=""""","=""2.49e-04""",C,"=""88631.146""","=""108114.0""","=""2s2.2p3.(4S*).3p""","=""3P""","=""2""","=""2s2.2p3.(4S*).8d""","=""3D*""","=""2""",,"=""T5713LS""","=""""",
"=""""","=""513.133""","=""""","=""5.54e-04""",C,"=""88631.303""","=""108114.0""","=""2s2.2p3.(4S*).3p""","=""3P""","=""0""","=""2s2.2p3.(4S*).8d""","=""3D*""","=""1""",,"=""T5713LS""","=""""",
"=""""","=""527.4967""","=""""","=""1.32e-03""",C+,"=""88630.587""","=""107582.777""","=""2s2.2p3.(4S*).3p""","=""3P""","=""1""","=""2s2.2p3.(4S*).7d""","=""3D*""","=""2""",,"=""T5713LS""","=""""",
"=""""","=""527.4967""","=""""","=""7.34e-04""",C,"=""88630.587""","=""107582.777""","=""2s2.2p3.(4S*).3p""","=""3P""","=""1""","=""2s2.2p3.(4S*).7d""","=""3D*""","=""1""",,"=""T5713LS""","=""""",
"=""""","=""527.5123""","=""""","=""4.89e-05""",D,"=""88631.146""","=""107582.777""","=""2s2.2p3.(4S*).3p""","=""3P""","=""2""","=""2s2.2p3.(4S*).7d""","=""3D*""","=""1""",,"=""T5713LS""","=""""",
"=""""","=""527.5123""","=""""","=""1.76e-03""",C+,"=""88631.146""","=""107582.777""","=""2s2.2p3.(4S*).3p""","=""3P""","=""2""","=""2s2.2p3.(4S*).7d""","=""3D*""","=""3""",,"=""T5713LS""","=""""",
"=""""","=""527.5123""","=""""","=""4.40e-04""",C,"=""88631.146""","=""107582.777""","=""2s2.2p3.(4S*).3p""","=""3P""","=""2""","=""2s2.2p3.(4S*).7d""","=""3D*""","=""2""",,"=""T5713LS""","=""""",
"=""""","=""527.5166""","=""""","=""9.78e-04""",C,"=""88631.303""","=""107582.777""","=""2s2.2p3.(4S*).3p""","=""3P""","=""0""","=""2s2.2p3.(4S*).7d""","=""3D*""","=""1""",,"=""T5713LS""","=""""",
"=""""","=""529.8887""","=""""","=""3.58e-03""",C+,"=""88630.587""","=""107497.224""","=""2s2.2p3.(4S*).3p""","=""3P""","=""1""","=""2s2.2p3.(4S*).8s""","=""3S*""","=""1""",,"=""T5713LS""","=""""",
"=""""","=""529.9044""","=""""","=""5.96e-03""",C+,"=""88631.146""","=""107497.224""","=""2s2.2p3.(4S*).3p""","=""3P""","=""2""","=""2s2.2p3.(4S*).8s""","=""3S*""","=""1""",,"=""T5713LS""","=""""",
"=""""","=""529.9088""","=""""","=""1.19e-03""",C,"=""88631.303""","=""107497.224""","=""2s2.2p3.(4S*).3p""","=""3P""","=""0""","=""2s2.2p3.(4S*).8s""","=""3S*""","=""1""",,"=""T5713LS""","=""""",
"=""532.910""","=""532.9096""","=""135*""","=""2.71e-02""",C+,"=""86625.757""","=""105385.449""","=""2s2.2p3.(4S*).3p""","=""5P""","=""1""","=""2s2.2p3.(4S*).5d""","=""5D*""","=""0""",,"=""T5713LS""","=""L3760""",
"=""532.910""","=""532.9099""","=""135*""","=""2.03e-02""",C+,"=""86625.757""","=""105385.436""","=""2s2.2p3.(4S*).3p""","=""5P""","=""1""","=""2s2.2p3.(4S*).5d""","=""5D*""","=""1""",,"=""T5713LS""","=""L3760""",
"=""""","=""532.9107""","=""""","=""9.48e-03""",C+,"=""86625.757""","=""105385.409""","=""2s2.2p3.(4S*).3p""","=""5P""","=""1""","=""2s2.2p3.(4S*).5d""","=""5D*""","=""2""",,"=""T5713LS""","=""""",
"=""""","=""532.9673""","=""""","=""6.77e-03""",C+,"=""86627.778""","=""105385.436""","=""2s2.2p3.(4S*).3p""","=""5P""","=""2""","=""2s2.2p3.(4S*).5d""","=""5D*""","=""1""",,"=""T5713LS""","=""""",
