obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(10^8 s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""""","=""611.616""","=""""","=""4.4e-12""",D,"=""83317.830""","=""99663.427""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""",M1,"=""T7370""","=""""",
"=""""","=""613.372""","=""""","=""2.2e-11""",D,"=""83364.620""","=""99663.427""","=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""",M1,"=""T7370""","=""""",
"=""""","=""618.7123""","=""""","=""9.02e-05""",D+,"=""96787.680""","=""112945.809""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""5/2""",,"=""u18,LS""","=""""",
"=""""","=""619.4313""","=""""","=""1.21e-03""",C,"=""96787.680""","=""112927.055""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""3/2""",,"=""u18,LS""","=""""",
"=""""","=""620.198""","=""""","=""2.80e-03""",D+,"=""96750.840""","=""112870.27""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""1/2""",,"=""T5723LS""","=""""",
"=""""","=""621.441""","=""""","=""2.78e-03""",D+,"=""96750.840""","=""112838.02""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""3/2""",,"=""T5723LS""","=""""",
"=""""","=""621.6505""","=""""","=""1.25e-03""",C,"=""96864.050""","=""112945.809""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""5/2""",,"=""u18,LS""","=""""",
"=""""","=""621.9654""","=""""","=""2.77e-03""",D+,"=""96750.840""","=""112824.459""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""5/2""",,"=""T5723LS""","=""""",
"=""""","=""622.3763""","=""""","=""1.33e-04""",D+,"=""96864.050""","=""112927.055""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""3/2""",,"=""u18,LS""","=""""",
"=""""","=""623.7672""","=""""","=""2.81e-03""",C,"=""96864.050""","=""112891.238""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""2F""","=""7/2""",,"=""u18,LS""","=""""",
"=""""","=""623.8587""","=""""","=""2.62e-03""",C,"=""96787.680""","=""112812.518""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2F""","=""5/2""",,"=""u18,LS""","=""""",
"=""""","=""626.8461""","=""""","=""1.85e-04""",C,"=""96864.050""","=""112812.518""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""2F""","=""5/2""",,"=""u18,LS""","=""""",
"=""""","=""627.5512""","=""""","=""3.75e-03""",D+,"=""96750.840""","=""112681.389""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).6s""","=""4P""","=""5/2""",,"=""T5723LS""","=""""",
"=""""","=""630.3915""","=""""","=""3.70e-03""",D+,"=""96750.840""","=""112609.612""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).6s""","=""4P""","=""3/2""",,"=""T5723LS""","=""""",
"=""""","=""632.1511""","=""""","=""3.67e-03""",D+,"=""96750.840""","=""112565.470""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).6s""","=""4P""","=""1/2""",,"=""T5723LS""","=""""",
"=""""","=""639.8402""","=""""","=""3.95e-03""",C,"=""94770.880""","=""110395.463""","=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""3/2""",,"=""u18,LS""","=""""",
"=""""","=""640.2364""","=""""","=""7.89e-03""",C,"=""94770.880""","=""110385.795""","=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""1/2""",,"=""u18,LS""","=""""",
"=""""","=""640.5255""","=""""","=""3.68e-03""",C,"=""94793.490""","=""110401.356""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""5/2""",,"=""u18,LS""","=""""",
"=""""","=""640.7675""","=""""","=""6.30e-03""",C,"=""94793.490""","=""110395.463""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""3/2""",,"=""u18,LS""","=""""",
"=""641.165""","=""641.1648""","=""185""","=""7.86e-03""",C,"=""94793.490""","=""110385.795""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""1/2""",,"=""u18,LS""","=""L3513""",
"=""""","=""641.9872""","=""""","=""2.23e-03""",C,"=""94830.890""","=""110403.220""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""7/2""",,"=""u18,LS""","=""""",
"=""642.064""","=""642.0641""","=""210""","=""8.97e-03""",C,"=""94830.890""","=""110401.356""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""5/2""",,"=""u18,LS""","=""L3513""",
"=""642.302""","=""642.3072""","=""210""","=""5.47e-03""",C,"=""94830.890""","=""110395.463""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""3/2""",,"=""u18,LS""","=""L3513""",
"=""642.832""","=""""","=""210""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
"=""643.768""","=""""","=""185""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
"=""644.094""","=""644.0938""","=""235""","=""1.33e-02""",C,"=""94881.820""","=""110403.220""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""7/2""",,"=""u18,LS""","=""L3513""",
"=""""","=""644.1711""","=""""","=""2.94e-03""",C,"=""94881.820""","=""110401.356""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""5/2""",,"=""u18,LS""","=""""",
"=""645.790""","=""""","=""185""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
"=""646.844""","=""""","=""300""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
"=""648.171""","=""648.1706""","=""265""","=""3.43e-02""",C,"=""94770.880""","=""110194.654""","=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""4F""","=""3/2""",,"=""u18,LS""","=""L3513""",
"=""648.270""","=""648.2699""","=""360""","=""4.90e-02""",C,"=""94881.820""","=""110303.233""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).4d""","=""4F""","=""9/2""",,"=""u18,LS""","=""L3513""",
"=""648.375""","=""648.3753""","=""300""","=""3.67e-02""",C,"=""94793.490""","=""110212.396""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4F""","=""5/2""",,"=""u18,LS""","=""L3513""",
"=""648.480""","=""648.4808""","=""325""","=""4.20e-02""",C,"=""94830.890""","=""110247.288""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""4F""","=""7/2""",,"=""u18,LS""","=""L3513""",
"=""649.122""","=""649.1222""","=""160""","=""1.37e-02""",C,"=""94793.490""","=""110194.654""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4F""","=""3/2""",,"=""u18,LS""","=""L3513""",
"=""649.954""","=""649.9518""","=""210""","=""1.18e-02""",C,"=""94830.890""","=""110212.396""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""4F""","=""5/2""",,"=""u18,LS""","=""L3513""",
"=""650.631""","=""650.6302""","=""185""","=""6.91e-03""",C,"=""94881.820""","=""110247.288""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).4d""","=""4F""","=""7/2""",,"=""u18,LS""","=""L3513""",
"=""""","=""650.7024""","=""""","=""9.70e-04""",C,"=""94830.890""","=""110194.654""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""4F""","=""3/2""",,"=""u18,LS""","=""""",
"=""""","=""652.1110""","=""""","=""4.66e-04""",C,"=""94881.820""","=""110212.396""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).4d""","=""4F""","=""5/2""",,"=""u18,LS""","=""""",
"=""""","=""659.5844""","=""""","=""9.08e-04""",C,"=""97770.180""","=""112927.055""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""3/2""",,"=""u18,LS""","=""""",
"=""""","=""660.3210""","=""""","=""1.09e-03""",C,"=""97805.840""","=""112945.809""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""5/2""",,"=""u18,LS""","=""""",
"=""""","=""660.6176""","=""""","=""8.87e-04""",D+,"=""94793.490""","=""109926.661""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""",,"=""u18,LS""","=""""",
"=""""","=""661.1399""","=""""","=""1.80e-04""",C,"=""97805.840""","=""112927.055""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""3/2""",,"=""u18,LS""","=""""",
"=""662.254""","=""662.2543""","=""185""","=""7.93e-03""",D+,"=""94830.890""","=""109926.661""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""",,"=""u18,LS""","=""L3513""",
"=""""","=""662.6990""","=""""","=""2.20e-03""",D+,"=""94770.880""","=""109856.520""","=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""",,"=""u18,LS""","=""""",
"=""663.694""","=""663.6938""","=""185""","=""1.40e-02""",D+,"=""94793.490""","=""109856.520""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""",,"=""u18,LS""","=""L3513""",
"=""664.496""","=""664.4962""","=""235""","=""3.49e-02""",D+,"=""94881.820""","=""109926.661""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""",,"=""u18,LS""","=""L3513""",
"=""664.650""","=""664.6503""","=""185""","=""2.18e-02""",D+,"=""94770.880""","=""109812.233""","=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""1/2""",,"=""u18,LS""","=""L3513""",
"=""""","=""664.8256""","=""""","=""1.37e-03""",D+,"=""97770.180""","=""112807.567""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""2P""","=""1/2""",,"=""u18,LS""","=""""",
"=""""","=""665.1147""","=""""","=""3.42e-04""",D+,"=""97770.180""","=""112801.031""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""2P""","=""3/2""",,"=""u18,LS""","=""""",
"=""665.346""","=""665.3458""","=""235""","=""2.74e-02""",D+,"=""94830.890""","=""109856.520""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""",,"=""u18,LS""","=""L3513""",
"=""665.651""","=""665.6509""","=""210""","=""2.17e-02""",D+,"=""94793.490""","=""109812.233""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""1/2""",,"=""u18,LS""","=""L3513""",
"=""""","=""666.4059""","=""""","=""6.79e-04""",D+,"=""97805.840""","=""112807.567""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2P""","=""1/2""",,"=""u18,LS""","=""""",
"=""""","=""666.6964""","=""""","=""1.70e-03""",D+,"=""97805.840""","=""112801.031""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2P""","=""3/2""",,"=""u18,LS""","=""""",
"=""""","=""670.0494""","=""""","=""1.50e-02""",C,"=""95475.310""","=""110395.463""","=""2s2.2p2.(3P).3p""","=""4P*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""3/2""",,"=""u18,LS""","=""""",
"=""""","=""670.4839""","=""""","=""2.99e-02""",C,"=""95475.310""","=""110385.795""","=""2s2.2p2.(3P).3p""","=""4P*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""1/2""",,"=""u18,LS""","=""""",
"=""""","=""670.6107""","=""""","=""2.51e-02""",C,"=""95493.690""","=""110401.356""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""5/2""",,"=""u18,LS""","=""""",
"=""""","=""670.8759""","=""""","=""1.91e-02""",C,"=""95493.690""","=""110395.463""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""3/2""",,"=""u18,LS""","=""""",
"=""""","=""671.3114""","=""""","=""5.96e-03""",C,"=""95493.690""","=""110385.795""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""1/2""",,"=""u18,LS""","=""""",
"=""""","=""672.0967""","=""""","=""1.95e-03""",D+,"=""95475.310""","=""110350.014""","=""2s2.2p2.(3P).3p""","=""4P*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""1/2""",,"=""u18,LS""","=""""",
"=""672.262""","=""672.2610""","=""185""","=""3.56e-02""",C,"=""95532.150""","=""110403.220""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""7/2""",,"=""u18,LS""","=""L3513""",
"=""""","=""672.3453""","=""""","=""1.07e-02""",C,"=""95532.150""","=""110401.356""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""5/2""",,"=""u18,LS""","=""""",
"=""""","=""672.6118""","=""""","=""1.78e-03""",C,"=""95532.150""","=""110395.463""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""3/2""",,"=""u18,LS""","=""""",
"=""""","=""672.9283""","=""""","=""9.73e-03""",D+,"=""95493.690""","=""110350.014""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""1/2""",,"=""u18,LS""","=""""",
"=""""","=""673.3322""","=""""","=""4.85e-03""",D+,"=""95475.310""","=""110322.721""","=""2s2.2p2.(3P).3p""","=""4P*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""3/2""",,"=""u18,LS""","=""""",
"=""""","=""674.1668""","=""""","=""1.55e-03""",D+,"=""95493.690""","=""110322.721""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""3/2""",,"=""u18,LS""","=""""",
"=""""","=""675.2025""","=""""","=""3.47e-03""",D+,"=""95493.690""","=""110299.974""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""5/2""",,"=""u18,LS""","=""""",
"=""""","=""675.9198""","=""""","=""5.18e-03""",D+,"=""95532.150""","=""110322.721""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""3/2""",,"=""u18,LS""","=""""",
"=""""","=""676.9610""","=""""","=""8.02e-03""",D+,"=""95532.150""","=""110299.974""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""5/2""",,"=""u18,LS""","=""""",
"=""""","=""688.431""","=""""","=""2.90e-06""",C,"=""83284.070""","=""97805.840""","=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""",,"=""T7370""","=""""",
"=""""","=""690.036""","=""""","=""1.27e-05""",C,"=""83317.830""","=""97805.840""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""",,"=""T7370""","=""""",
"=""""","=""690.126""","=""""","=""8.1e-07""",D,"=""83284.070""","=""97770.180""","=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""",,"=""T7370""","=""""",
"=""""","=""691.738""","=""""","=""8.7e-07""",C,"=""83317.830""","=""97770.180""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""",,"=""T7370""","=""""",
"=""""","=""692.271""","=""""","=""7.0e-06""",C,"=""83364.620""","=""97805.840""","=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""",,"=""T7370""","=""""",
"=""""","=""692.6670""","=""""","=""7.75e-03""",B,"=""95493.690""","=""109926.661""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""",,"=""T6340n""","=""""",
"=""""","=""694.5177""","=""""","=""1.83e-02""",B,"=""95532.150""","=""109926.661""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""",,"=""T6340n""","=""""",
"=""""","=""695.1600""","=""""","=""1.03e-02""",B,"=""95475.310""","=""109856.520""","=""2s2.2p2.(3P).3p""","=""4P*""","=""1/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""",,"=""T6340n""","=""""",
"=""""","=""696.0496""","=""""","=""4.67e-03""",B,"=""95493.690""","=""109856.520""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""",,"=""T6340n""","=""""",
"=""""","=""697.3074""","=""""","=""3.83e-03""",B,"=""95475.310""","=""109812.233""","=""2s2.2p2.(3P).3p""","=""4P*""","=""1/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""1/2""",,"=""T6340n""","=""""",
"=""""","=""697.9185""","=""""","=""9.83e-03""",B,"=""95532.150""","=""109856.520""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""",,"=""T6340n""","=""""",
"=""""","=""698.2025""","=""""","=""2.04e-02""",B,"=""95493.690""","=""109812.233""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""1/2""",,"=""T6340n""","=""""",
